Inicio: 25/11/2023 11:58:48,83 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: unload-async-await.txt
25/11/2023 16:51:06,21 80455
25/11/2023 16:51:12,19 77691
25/11/2023 16:51:18,19 79991
25/11/2023 16:51:24,17 78106
25/11/2023 16:51:30,13 80211
25/11/2023 16:51:35,16 77855
25/11/2023 16:51:40,16 77811
25/11/2023 16:51:45,18 77823
25/11/2023 16:51:51,18 77819
25/11/2023 16:51:57,18 82751
25/11/2023 16:52:03,20 77843
25/11/2023 16:52:09,13 80547
25/11/2023 16:52:15,15 77813
25/11/2023 16:52:20,18 77796
25/11/2023 16:52:26,19 78416
25/11/2023 16:52:32,20 78776
25/11/2023 16:52:38,22 77820
25/11/2023 16:52:44,19 78360
25/11/2023 16:52:50,19 77816
25/11/2023 16:52:56,17 80548
25/11/2023 16:53:02,22 77782
25/11/2023 16:53:08,22 81030
25/11/2023 16:53:14,13 77794
25/11/2023 16:53:19,17 77762
25/11/2023 16:53:25,16 79674
25/11/2023 16:53:31,20 77794
25/11/2023 16:53:37,20 80082
25/11/2023 16:53:43,13 77798
25/11/2023 16:53:49,18 77766
25/11/2023 16:53:55,11 77770
25/11/2023 16:54:00,21 77761
25/11/2023 16:54:06,22 82220
25/11/2023 16:54:12,16 80920
25/11/2023 16:54:18,17 77748
25/11/2023 16:54:24,19 77736
25/11/2023 16:54:30,17 78352
25/11/2023 16:54:36,19 77780
25/11/2023 16:54:42,16 78320
25/11/2023 16:54:48,15 78356
25/11/2023 16:54:54,19 77780
25/11/2023 16:55:00,18 80544
25/11/2023 16:55:06,19 77788
25/11/2023 16:55:12,11 81088
25/11/2023 16:55:18,16 77784
25/11/2023 16:55:24,18 77756
25/11/2023 16:55:30,17 79724
25/11/2023 16:55:36,16 77848
25/11/2023 16:55:42,14 80136
25/11/2023 16:55:47,19 77848
25/11/2023 16:55:53,17 77820
25/11/2023 16:55:59,13 77824
25/11/2023 16:56:05,17 77812
25/11/2023 16:56:11,13 82324
25/11/2023 16:56:17,15 80357
25/11/2023 16:56:23,16 77848
25/11/2023 16:56:29,15 77816
25/11/2023 16:56:34,17 78412
25/11/2023 16:56:40,22 77855
25/11/2023 16:56:46,14 78387
25/11/2023 16:56:52,17 79823
25/11/2023 16:56:58,13 78135
25/11/2023 16:57:03,16 81087
25/11/2023 16:57:09,16 77855
25/11/2023 16:57:15,18 77819
25/11/2023 16:57:21,14 80603
25/11/2023 16:57:27,17 77855
25/11/2023 16:57:33,17 80111
25/11/2023 16:57:39,16 77855
25/11/2023 16:57:45,20 80163
25/11/2023 16:57:51,21 77867
25/11/2023 16:57:57,12 77831
25/11/2023 16:58:02,13 77827
25/11/2023 16:58:08,16 77839
25/11/2023 16:58:14,19 82308
25/11/2023 16:58:20,21 77835
25/11/2023 16:58:26,20 80547
25/11/2023 16:58:32,20 77855
25/11/2023 16:58:38,12 78835
25/11/2023 16:58:44,18 77855
25/11/2023 16:58:50,13 78395
25/11/2023 16:58:55,17 77847
25/11/2023 16:59:01,19 78407
25/11/2023 16:59:07,12 77855
25/11/2023 16:59:13,12 80565
25/11/2023 16:59:19,16 77821
25/11/2023 16:59:25,21 80841
25/11/2023 16:59:31,20 78101
25/11/2023 16:59:37,15 78069
25/11/2023 16:59:43,20 79522
25/11/2023 16:59:49,13 79982
25/11/2023 16:59:55,17 77650
25/11/2023 17:00:01,19 77618
25/11/2023 17:00:07,15 77618
25/11/2023 17:00:12,15 77602
25/11/2023 17:00:18,18 82419
25/11/2023 17:00:24,21 77650
25/11/2023 17:00:30,14 80342
25/11/2023 17:00:35,18 77646
25/11/2023 17:00:41,16 77614
25/11/2023 17:00:46,16 78214
25/11/2023 17:00:52,19 77646
25/11/2023 17:00:58,14 78202
25/11/2023 17:01:04,14 78618
25/11/2023 17:01:10,21 77654
25/11/2023 17:01:16,12 80402
25/11/2023 17:01:21,14 77646
25/11/2023 17:01:26,15 77622
25/11/2023 17:01:31,14 80398
25/11/2023 17:01:37,13 77654
25/11/2023 17:01:43,19 80298
25/11/2023 17:01:49,13 78046
25/11/2023 17:01:54,16 80350
25/11/2023 17:02:00,16 78070
25/11/2023 17:02:05,16 78018
25/11/2023 17:02:11,16 78038
25/11/2023 17:02:17,17 77987
25/11/2023 17:02:23,18 83002
25/11/2023 17:02:29,19 78070
25/11/2023 17:02:35,21 80766
25/11/2023 17:02:41,19 78062
25/11/2023 17:02:47,18 78038
25/11/2023 17:02:53,16 79126
25/11/2023 17:02:59,17 79522
25/11/2023 17:03:05,19 78554
25/11/2023 17:03:11,13 79106
25/11/2023 17:03:17,17 78558
25/11/2023 17:03:23,21 81314
25/11/2023 17:03:29,21 78558
25/11/2023 17:03:35,21 81306
25/11/2023 17:03:41,15 78558
25/11/2023 17:03:47,21 78530
25/11/2023 17:03:53,17 80438
25/11/2023 17:03:59,21 81318
25/11/2023 17:04:05,13 78562
25/11/2023 17:04:11,19 78542
25/11/2023 17:04:17,15 78523
25/11/2023 17:04:23,14 78514
25/11/2023 17:04:29,16 83038
25/11/2023 17:04:35,20 78562
25/11/2023 17:04:41,12 81266
25/11/2023 17:04:47,20 78570
25/11/2023 17:04:53,15 79638
25/11/2023 17:04:59,21 78566
25/11/2023 17:05:05,14 79170
