Inicio: 26/11/2023 16:15:09,49 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: video-error-key-continue-2.txt
26/11/2023 20:54:05,18 118515
26/11/2023 20:54:16,18 118184
26/11/2023 20:54:27,17 117113
26/11/2023 20:54:38,21 115697
26/11/2023 20:54:49,17 116378
26/11/2023 20:55:00,11 117562
26/11/2023 20:55:11,13 117573
26/11/2023 20:55:22,18 128434
26/11/2023 20:55:33,17 102438
26/11/2023 20:55:44,16 120874
26/11/2023 20:55:55,14 116913
26/11/2023 20:56:06,16 116418
26/11/2023 20:56:17,20 118208
26/11/2023 20:56:28,13 118335
26/11/2023 20:56:39,17 119239
26/11/2023 20:56:50,21 119310
26/11/2023 20:57:01,19 118768
26/11/2023 20:57:12,16 118799
26/11/2023 20:57:23,21 128549
26/11/2023 20:57:34,14 102698
26/11/2023 20:57:45,16 103563
26/11/2023 20:57:56,14 121916
26/11/2023 20:58:07,15 116420
26/11/2023 20:58:18,13 119337
26/11/2023 20:58:29,18 119247
26/11/2023 20:58:40,21 118241
26/11/2023 20:58:51,12 116726
26/11/2023 20:59:02,16 117512
26/11/2023 20:59:13,15 118618
26/11/2023 20:59:24,19 118617
26/11/2023 20:59:35,17 129502
26/11/2023 20:59:46,19 103574
26/11/2023 20:59:57,17 122182
26/11/2023 21:00:08,18 116555
26/11/2023 21:00:19,15 116367
26/11/2023 21:00:30,19 118209
26/11/2023 21:00:41,13 118321
26/11/2023 21:00:52,17 116904
26/11/2023 21:01:03,17 117505
26/11/2023 21:01:14,15 118951
26/11/2023 21:01:25,13 118891
26/11/2023 21:01:36,12 129003
26/11/2023 21:01:47,18 103115
26/11/2023 21:01:58,12 122333
26/11/2023 21:02:09,18 117067
26/11/2023 21:02:20,16 116643
26/11/2023 21:02:31,17 119420
26/11/2023 21:02:42,17 119533
26/11/2023 21:02:53,19 119976
26/11/2023 21:03:04,19 116977
26/11/2023 21:03:15,21 117692
26/11/2023 21:03:26,21 118822
26/11/2023 21:03:37,13 118837
26/11/2023 21:03:48,20 117404
26/11/2023 21:03:59,16 103945
26/11/2023 21:04:10,16 120257
26/11/2023 21:04:21,20 116619
26/11/2023 21:04:32,14 116534
26/11/2023 21:04:43,16 114958
26/11/2023 21:04:54,19 114612
26/11/2023 21:05:05,17 112999
26/11/2023 21:05:16,17 113679
26/11/2023 21:05:27,18 115005
26/11/2023 21:05:38,16 114989
26/11/2023 21:05:49,12 125085
26/11/2023 21:06:00,20 99329
26/11/2023 21:06:11,14 118383
26/11/2023 21:06:22,17 113160
26/11/2023 21:06:33,18 112704
26/11/2023 21:06:44,12 115495
26/11/2023 21:06:55,18 114182
26/11/2023 21:07:06,16 115381
26/11/2023 21:07:17,17 113138
26/11/2023 21:07:28,18 113790
26/11/2023 21:07:39,16 114942
26/11/2023 21:07:50,19 124634
26/11/2023 21:08:01,15 98394
26/11/2023 21:08:12,22 100034
26/11/2023 21:08:23,21 118026
26/11/2023 21:08:34,17 112482
26/11/2023 21:08:45,13 115221
26/11/2023 21:08:56,19 115562
26/11/2023 21:09:07,11 114537
26/11/2023 21:09:18,17 112971
26/11/2023 21:09:29,12 113727
26/11/2023 21:09:40,14 114943
26/11/2023 21:09:51,15 114923
26/11/2023 21:10:02,17 125444
26/11/2023 21:10:13,15 99481
26/11/2023 21:10:24,18 118397
26/11/2023 21:10:35,13 113029
26/11/2023 21:10:46,17 112528
26/11/2023 21:10:57,13 114020
26/11/2023 21:11:08,12 114137
26/11/2023 21:11:19,16 115221
26/11/2023 21:11:30,21 112947
26/11/2023 21:11:41,17 113747
26/11/2023 21:11:52,16 114859
26/11/2023 21:12:03,22 124582
26/11/2023 21:12:14,20 98631
26/11/2023 21:12:25,11 99906
26/11/2023 21:12:36,18 117776
26/11/2023 21:12:47,17 113232
26/11/2023 21:12:58,18 114251
26/11/2023 21:13:09,16 115717
26/11/2023 21:13:20,15 114698
26/11/2023 21:13:31,21 113130
26/11/2023 21:13:42,12 113851
26/11/2023 21:13:53,15 114981
26/11/2023 21:14:04,12 114975
26/11/2023 21:14:15,13 125879
26/11/2023 21:14:26,19 99941
26/11/2023 21:14:37,17 118340
26/11/2023 21:14:48,21 113138
26/11/2023 21:14:59,13 112790
26/11/2023 21:15:10,11 114538
26/11/2023 21:15:21,15 114751
26/11/2023 21:15:32,21 115510
26/11/2023 21:15:43,14 115551
26/11/2023 21:15:54,17 115098
26/11/2023 21:16:05,21 115106
26/11/2023 21:16:16,20 124958
26/11/2023 21:16:27,16 99215
26/11/2023 21:16:38,19 84318
26/11/2023 21:16:49,20 113324
26/11/2023 21:17:00,17 112896
26/11/2023 21:17:11,13 115628
26/11/2023 21:17:22,20 115683
26/11/2023 21:17:33,16 114692
26/11/2023 21:17:44,18 113189
26/11/2023 21:17:55,18 113923
26/11/2023 21:18:06,17 115093
26/11/2023 21:18:17,22 115109
26/11/2023 21:18:28,19 126054
26/11/2023 21:18:39,16 100055
26/11/2023 21:18:50,19 118487
26/11/2023 21:19:01,15 112921
26/11/2023 21:19:12,20 112754
26/11/2023 21:19:23,19 114669
26/11/2023 21:19:34,14 114703
26/11/2023 21:19:45,19 113050
26/11/2023 21:19:56,21 113646
26/11/2023 21:20:07,18 115279
26/11/2023 21:20:18,20 115259
26/11/2023 21:20:29,12 125081
26/11/2023 21:20:40,13 101978
26/11/2023 21:20:51,14 121201
26/11/2023 21:21:02,12 115909
26/11/2023 21:21:13,15 115710
26/11/2023 21:21:24,18 119444
26/11/2023 21:21:35,15 119558
26/11/2023 21:21:46,14 119883
26/11/2023 21:21:57,14 117018
26/11/2023 21:22:08,14 117656
26/11/2023 21:22:19,17 118594
26/11/2023 21:22:30,16 118599
26/11/2023 21:22:41,20 117164
26/11/2023 21:22:52,22 103845
26/11/2023 21:23:03,13 122229
26/11/2023 21:23:14,21 116475
26/11/2023 21:23:25,20 116410
26/11/2023 21:23:36,18 118466
26/11/2023 21:23:47,13 118353
26/11/2023 21:23:58,17 116819
26/11/2023 21:24:09,19 117478
26/11/2023 21:24:20,21 118820
26/11/2023 21:24:31,15 118780
26/11/2023 21:24:42,18 129177
26/11/2023 21:24:53,21 103271
26/11/2023 21:25:04,20 121993
26/11/2023 21:25:15,16 117011
26/11/2023 21:25:26,16 116534
26/11/2023 21:25:37,18 119307
26/11/2023 21:25:48,22 117991
26/11/2023 21:25:59,14 119253
26/11/2023 21:26:10,13 116982
26/11/2023 21:26:21,12 117690
26/11/2023 21:26:32,18 118830
26/11/2023 21:26:43,15 128632
26/11/2023 21:26:54,13 101765
26/11/2023 21:27:05,22 103257
26/11/2023 21:27:16,19 121375
26/11/2023 21:27:27,21 115975
26/11/2023 21:27:38,13 111878
26/11/2023 21:27:49,14 117638
26/11/2023 21:28:00,19 116272
26/11/2023 21:28:11,16 114723
26/11/2023 21:28:22,21 115480
26/11/2023 21:28:33,18 116668
26/11/2023 21:28:44,13 116555
26/11/2023 21:28:55,11 125471
26/11/2023 21:29:06,18 99665
26/11/2023 21:29:17,15 118405
26/11/2023 21:29:28,19 113167
26/11/2023 21:29:39,20 112747
26/11/2023 21:29:50,20 114238
26/11/2023 21:30:01,19 114524
26/11/2023 21:30:12,22 115520
26/11/2023 21:30:23,20 113255
26/11/2023 21:30:34,10 113305
26/11/2023 21:30:45,20 114454
26/11/2023 21:30:56,12 125092
26/11/2023 21:31:07,13 99807
26/11/2023 21:31:18,21 101139
26/11/2023 21:31:29,14 118976
26/11/2023 21:31:40,22 114312
26/11/2023 21:31:51,15 117029
26/11/2023 21:32:02,18 116737
26/11/2023 21:32:13,19 115782
26/11/2023 21:32:24,20 114306
26/11/2023 21:32:35,12 115091
26/11/2023 21:32:46,18 116255
26/11/2023 21:32:57,19 116278
26/11/2023 21:33:08,19 126943
26/11/2023 21:33:19,18 101116
26/11/2023 21:33:30,14 119678
26/11/2023 21:33:41,20 114404
26/11/2023 21:33:52,15 113980
26/11/2023 21:34:03,15 115667
26/11/2023 21:34:14,21 115847
26/11/2023 21:34:25,22 116811
26/11/2023 21:34:36,13 79193
26/11/2023 21:34:47,14 116373
26/11/2023 21:34:58,16 116205
26/11/2023 21:35:09,17 126138
26/11/2023 21:35:20,14 100339
26/11/2023 21:35:31,21 101413
26/11/2023 21:35:42,17 119637
26/11/2023 21:35:53,15 114025
26/11/2023 21:36:04,18 116930
26/11/2023 21:36:15,17 116900
26/11/2023 21:36:26,17 115891
26/11/2023 21:36:37,12 114509
26/11/2023 21:36:48,21 115249
26/11/2023 21:36:59,19 116399
26/11/2023 21:37:10,18 116423
26/11/2023 21:37:21,13 127251
26/11/2023 21:37:32,17 101313
26/11/2023 21:37:43,17 119919
26/11/2023 21:37:54,21 114365
26/11/2023 21:38:05,14 114097
26/11/2023 21:38:16,16 116014
26/11/2023 21:38:27,18 116128
26/11/2023 21:38:38,21 114430
26/11/2023 21:38:49,17 114958
26/11/2023 21:39:00,17 116351
26/11/2023 21:39:11,13 116311
26/11/2023 21:39:22,19 126479
26/11/2023 21:39:33,13 100658
26/11/2023 21:39:44,22 119903
26/11/2023 21:39:55,15 114641
26/11/2023 21:40:06,17 114245
26/11/2023 21:40:17,15 117059
26/11/2023 21:40:28,20 117153
26/11/2023 21:40:39,15 119973
26/11/2023 21:40:50,14 114580
26/11/2023 21:41:01,13 115256
26/11/2023 21:41:12,22 116466
26/11/2023 21:41:23,13 116470
26/11/2023 21:41:34,12 111057
26/11/2023 21:41:45,20 101051
26/11/2023 21:41:56,12 119391
26/11/2023 21:42:07,20 113785
26/11/2023 21:42:18,21 113713
26/11/2023 21:42:29,22 115609
26/11/2023 21:42:40,20 115623
26/11/2023 21:42:51,13 113922
26/11/2023 21:43:02,14 131279
26/11/2023 21:43:13,17 131165
26/11/2023 21:43:24,14 131165
26/11/2023 21:43:35,15 141229
26/11/2023 21:43:46,14 115300
26/11/2023 21:43:57,22 127433
26/11/2023 21:44:08,21 129047
26/11/2023 21:44:19,20 128691
26/11/2023 21:44:30,16 131442
26/11/2023 21:44:41,20 130115
26/11/2023 21:44:52,17 131417
26/11/2023 21:45:03,13 129126
26/11/2023 21:45:14,18 129805
26/11/2023 21:45:25,21 130957
26/11/2023 21:45:36,17 140797
26/11/2023 21:45:47,19 114509
26/11/2023 21:45:58,11 116037
26/11/2023 21:46:09,16 134151
26/11/2023 21:46:20,18 128733
26/11/2023 21:46:31,20 130350
26/11/2023 21:46:42,13 131741
26/11/2023 21:46:53,12 130667
26/11/2023 21:47:04,21 129141
26/11/2023 21:47:15,18 129807
26/11/2023 21:47:26,20 130888
26/11/2023 21:47:37,15 130743
26/11/2023 21:47:48,16 141267
26/11/2023 21:47:59,11 113831
26/11/2023 21:48:10,12 132680
26/11/2023 21:48:21,18 127422
26/11/2023 21:48:32,19 126982
26/11/2023 21:48:43,12 128462
26/11/2023 21:48:54,10 128631
26/11/2023 21:49:05,18 129747
26/11/2023 21:49:16,14 127359
26/11/2023 21:49:27,17 127993
26/11/2023 21:49:38,13 129145
26/11/2023 21:49:49,21 138865
26/11/2023 21:50:00,21 112968
26/11/2023 21:50:11,16 114278
26/11/2023 21:50:22,11 132111
26/11/2023 21:50:33,16 127446
26/11/2023 21:50:44,19 130144
26/11/2023 21:50:55,17 129800
26/11/2023 21:51:06,14 128880
26/11/2023 21:51:17,17 127322
26/11/2023 21:51:28,19 128130
26/11/2023 21:51:39,19 129170
26/11/2023 21:51:50,15 129230
26/11/2023 21:52:01,12 139204
26/11/2023 21:52:12,17 105995
26/11/2023 21:52:23,15 121941
26/11/2023 21:52:34,16 116598
26/11/2023 21:52:45,18 116140
26/11/2023 21:52:56,19 117945
26/11/2023 21:53:07,22 117764
26/11/2023 21:53:18,11 118672
26/11/2023 21:53:29,20 117928
26/11/2023 21:53:40,16 118200
26/11/2023 21:53:51,14 118216
26/11/2023 21:54:02,20 128040
26/11/2023 21:54:13,17 101970
26/11/2023 21:54:24,21 84065
26/11/2023 21:54:35,14 116171
26/11/2023 21:54:46,17 115819
26/11/2023 21:54:57,14 118617
26/11/2023 21:55:08,14 118703
26/11/2023 21:55:19,18 129035
26/11/2023 21:55:30,15 126514
26/11/2023 21:55:41,13 127138
26/11/2023 21:55:52,12 127492
26/11/2023 21:56:03,14 127256
26/11/2023 21:56:14,20 138297
26/11/2023 21:56:25,16 112289
26/11/2023 21:56:36,12 130867
26/11/2023 21:56:47,13 125269
26/11/2023 21:56:58,18 125021
26/11/2023 21:57:09,16 126908
26/11/2023 21:57:20,20 126995
26/11/2023 21:57:31,18 125264
26/11/2023 21:57:42,15 125426
26/11/2023 21:57:53,18 126690
26/11/2023 21:58:04,19 126713
26/11/2023 21:58:15,16 126891
26/11/2023 21:58:26,18 101422
26/11/2023 21:58:37,11 120649
26/11/2023 21:58:48,21 115411
26/11/2023 21:58:59,11 114927
26/11/2023 21:59:10,18 117490
26/11/2023 21:59:21,15 117458
26/11/2023 21:59:32,18 117896
26/11/2023 21:59:43,14 115013
26/11/2023 21:59:54,18 115951
26/11/2023 22:00:05,14 117070
26/11/2023 22:00:16,20 117086
26/11/2023 22:00:27,16 108451
26/11/2023 22:00:38,17 102198
26/11/2023 22:00:49,15 120686
26/11/2023 22:01:00,18 114983
26/11/2023 22:01:11,22 114938
26/11/2023 22:01:22,15 117004
26/11/2023 22:01:33,13 116887
26/11/2023 22:01:44,19 115290
26/11/2023 22:01:55,17 115868
26/11/2023 22:02:06,21 117427
26/11/2023 22:02:17,19 117407
26/11/2023 22:02:28,16 128762
26/11/2023 22:02:39,18 102932
26/11/2023 22:02:50,16 121571
26/11/2023 22:03:01,12 116781
26/11/2023 22:03:12,16 116407
26/11/2023 22:03:23,15 119182
26/11/2023 22:03:34,16 117875
26/11/2023 22:03:45,16 119113
26/11/2023 22:03:56,18 116850
26/11/2023 22:04:07,16 117521
26/11/2023 22:04:18,16 118509
26/11/2023 22:04:29,20 128474
26/11/2023 22:04:40,14 101860
26/11/2023 22:04:51,13 103516
26/11/2023 22:05:02,12 121580
26/11/2023 22:05:13,15 116111
26/11/2023 22:05:24,18 119575
26/11/2023 22:05:35,16 119095
26/11/2023 22:05:46,18 118048
26/11/2023 22:05:57,22 116467
26/11/2023 22:06:08,18 117213
26/11/2023 22:06:19,18 118433
26/11/2023 22:06:30,19 118433
26/11/2023 22:06:41,14 128932
26/11/2023 22:06:52,18 103069
26/11/2023 22:07:03,22 121931
26/11/2023 22:07:14,16 116629
26/11/2023 22:07:25,19 116213
26/11/2023 22:07:36,18 117647
26/11/2023 22:07:47,21 117979
26/11/2023 22:07:58,21 119051
26/11/2023 22:08:09,20 116749
26/11/2023 22:08:20,18 117390
26/11/2023 22:08:31,22 118546
26/11/2023 22:08:42,16 128230
26/11/2023 22:08:53,17 102279
26/11/2023 22:09:04,12 103509
26/11/2023 22:09:15,18 121426
26/11/2023 22:09:26,20 116816
26/11/2023 22:09:37,18 118398
26/11/2023 22:09:48,15 118389
26/11/2023 22:09:59,20 117388
26/11/2023 22:10:10,19 115921
26/11/2023 22:10:21,12 116670
26/11/2023 22:10:32,22 117850
26/11/2023 22:10:43,14 116874
26/11/2023 22:10:54,18 127515
26/11/2023 22:11:05,16 101366
26/11/2023 22:11:16,12 119708
26/11/2023 22:11:27,14 114578
26/11/2023 22:11:38,12 114194
26/11/2023 22:11:49,17 115929
26/11/2023 22:12:00,18 116507
26/11/2023 22:12:11,15 117270
26/11/2023 22:12:22,15 116531
26/11/2023 22:12:33,17 116848
26/11/2023 22:12:44,17 116835
26/11/2023 22:12:55,19 126760
26/11/2023 22:13:06,21 100995
26/11/2023 22:13:17,15 102029
26/11/2023 22:13:28,16 120324
26/11/2023 22:13:39,20 114744
26/11/2023 22:13:50,21 117918
26/11/2023 22:14:01,16 117594
26/11/2023 22:14:12,16 116585
26/11/2023 22:14:23,17 115058
26/11/2023 22:14:34,14 115796
26/11/2023 22:14:45,12 116994
26/11/2023 22:14:56,15 117018
26/11/2023 22:15:07,13 129347
26/11/2023 22:15:18,20 103301
26/11/2023 22:15:29,12 121601
26/11/2023 22:15:40,13 116262
26/11/2023 22:15:51,17 116091
26/11/2023 22:16:02,21 118012
26/11/2023 22:16:13,18 118071
26/11/2023 22:16:24,13 116501
26/11/2023 22:16:35,19 117005
26/11/2023 22:16:46,13 118483
26/11/2023 22:16:57,19 118370
26/11/2023 22:17:08,20 128547
26/11/2023 22:17:19,11 102582
26/11/2023 22:17:30,16 121840
26/11/2023 22:17:41,16 116517
26/11/2023 22:17:52,11 116093
26/11/2023 22:18:03,14 118720
26/11/2023 22:18:14,16 100050
26/11/2023 22:18:25,19 118806
26/11/2023 22:18:36,13 115991
26/11/2023 22:18:47,15 116714
26/11/2023 22:18:58,15 117872
26/11/2023 22:19:09,13 117884
26/11/2023 22:19:20,17 103741
26/11/2023 22:19:31,22 103182
26/11/2023 22:19:42,17 121596
26/11/2023 22:19:53,15 115845
26/11/2023 22:20:04,22 115654
26/11/2023 22:20:15,21 117835
26/11/2023 22:20:26,17 117721
26/11/2023 22:20:37,20 116131
26/11/2023 22:20:48,17 116764
26/11/2023 22:20:59,21 118120
26/11/2023 22:21:10,14 118108
26/11/2023 22:21:21,19 128463
26/11/2023 22:21:32,17 102469
26/11/2023 22:21:43,13 121491
26/11/2023 22:21:54,20 116270
26/11/2023 22:22:05,16 115793
26/11/2023 22:22:16,17 117214
26/11/2023 22:22:27,17 115789
26/11/2023 22:22:38,21 117094
26/11/2023 22:22:49,15 114823
26/11/2023 22:23:00,17 115502
26/11/2023 22:23:11,13 116502
26/11/2023 22:23:22,16 126069
26/11/2023 22:23:33,22 99792
26/11/2023 22:23:44,14 101412
26/11/2023 22:23:55,16 119452
26/11/2023 22:24:06,20 114046
26/11/2023 22:24:17,15 115421
26/11/2023 22:24:28,20 117024
26/11/2023 22:24:39,12 115959
26/11/2023 22:24:50,15 114361
26/11/2023 22:25:01,20 115156
26/11/2023 22:25:12,16 116376
26/11/2023 22:25:23,20 116367
26/11/2023 22:25:34,20 126830
26/11/2023 22:25:45,13 100957
26/11/2023 22:25:56,17 114897
26/11/2023 22:26:07,21 114539
26/11/2023 22:26:18,20 114107
26/11/2023 22:26:29,16 117260
26/11/2023 22:26:40,12 115675
26/11/2023 22:26:51,20 116799
26/11/2023 22:27:02,13 114518
26/11/2023 22:27:13,17 115174
26/11/2023 22:27:24,12 116302
26/11/2023 22:27:35,16 126056
26/11/2023 22:27:46,18 99955
26/11/2023 22:27:57,15 101205
26/11/2023 22:28:08,20 118925
26/11/2023 22:28:19,17 114364
26/11/2023 22:28:30,12 117064
26/11/2023 22:28:41,18 116816
26/11/2023 22:28:52,20 115791
26/11/2023 22:29:03,18 114312
26/11/2023 22:29:14,16 115040
26/11/2023 22:29:25,18 116272
26/11/2023 22:29:36,22 116180
26/11/2023 22:29:47,19 127057
26/11/2023 22:29:58,15 101049
26/11/2023 22:30:09,21 119655
26/11/2023 22:30:20,12 114286
26/11/2023 22:30:31,19 113878
26/11/2023 22:30:42,18 115633
26/11/2023 22:30:53,19 115815
26/11/2023 22:31:04,14 116735
26/11/2023 22:31:15,17 115933
26/11/2023 22:31:26,22 116191
26/11/2023 22:31:37,15 116181
26/11/2023 22:31:48,16 126046
26/11/2023 22:31:59,12 100184
26/11/2023 22:32:10,22 82304
26/11/2023 22:32:21,12 114689
26/11/2023 22:32:32,12 113990
26/11/2023 22:32:43,16 116840
26/11/2023 22:32:54,14 116737
26/11/2023 22:33:05,20 115799
26/11/2023 22:33:16,19 114298
26/11/2023 22:33:27,11 115028
26/11/2023 22:33:38,20 116230
26/11/2023 22:33:49,16 116194
26/11/2023 22:34:00,18 127030
26/11/2023 22:34:11,14 101038
26/11/2023 22:34:22,17 119552
26/11/2023 22:34:33,14 113866
26/11/2023 22:34:44,14 113668
26/11/2023 22:34:55,12 115606
26/11/2023 22:35:06,14 115884
26/11/2023 22:35:17,14 114294
26/11/2023 22:35:28,12 114871
26/11/2023 22:35:39,19 116337
26/11/2023 22:35:50,12 116317
26/11/2023 22:36:01,12 126390
26/11/2023 22:36:12,21 100507
26/11/2023 22:36:23,13 119456
26/11/2023 22:36:34,15 114489
26/11/2023 22:36:45,19 114113
26/11/2023 22:36:56,21 116915
26/11/2023 22:37:07,13 117009
26/11/2023 22:37:18,12 119916
26/11/2023 22:37:29,14 114519
26/11/2023 22:37:40,15 115133
26/11/2023 22:37:51,19 116239
26/11/2023 22:38:02,15 116176
26/11/2023 22:38:13,12 99887
26/11/2023 22:38:24,12 101419
26/11/2023 22:38:35,17 119828
26/11/2023 22:38:46,19 114083
26/11/2023 22:38:57,21 114011
26/11/2023 22:39:08,16 116116
26/11/2023 22:39:19,15 115972
26/11/2023 22:39:30,20 114437
26/11/2023 22:39:41,19 115159
26/11/2023 22:39:52,12 116435
26/11/2023 22:40:03,17 116636
26/11/2023 22:40:14,19 127011
26/11/2023 22:40:25,22 101081
26/11/2023 22:40:36,21 119579
26/11/2023 22:40:47,16 114773
26/11/2023 22:40:58,16 114212
26/11/2023 22:41:09,12 117096
26/11/2023 22:41:20,17 115844
26/11/2023 22:41:31,16 117058
26/11/2023 22:41:42,13 114754
26/11/2023 22:41:53,16 115410
26/11/2023 22:42:04,11 116574
26/11/2023 22:42:15,18 126299
26/11/2023 22:42:26,16 100056
26/11/2023 22:42:37,12 101465
26/11/2023 22:42:48,18 119529
26/11/2023 22:42:59,22 114204
26/11/2023 22:43:10,17 115823
26/11/2023 22:43:21,16 117228
26/11/2023 22:43:32,18 116158
26/11/2023 22:43:43,18 114584
26/11/2023 22:43:54,13 115377
26/11/2023 22:44:05,14 116557
26/11/2023 22:44:16,16 116421
26/11/2023 22:44:27,20 127166
26/11/2023 22:44:38,12 101272
26/11/2023 22:44:49,22 120075
26/11/2023 22:45:00,19 114769
26/11/2023 22:45:11,22 114273
26/11/2023 22:45:22,13 115884
26/11/2023 22:45:33,11 116237
26/11/2023 22:45:44,21 117148
26/11/2023 22:45:55,12 114867
26/11/2023 22:46:06,20 115593
26/11/2023 22:46:17,20 116709
26/11/2023 22:46:28,18 126359
26/11/2023 22:46:39,14 100534
26/11/2023 22:46:50,20 101782
26/11/2023 22:47:01,11 119581
26/11/2023 22:47:12,20 114901
26/11/2023 22:47:23,17 117277
26/11/2023 22:47:34,13 117309
26/11/2023 22:47:45,18 116291
26/11/2023 22:47:56,12 114773
26/11/2023 22:48:07,17 115839
26/11/2023 22:48:18,16 117047
26/11/2023 22:48:29,17 117026
26/11/2023 22:48:40,21 127853
26/11/2023 22:48:51,17 101925
26/11/2023 22:49:02,12 120170
26/11/2023 22:49:13,19 114985
26/11/2023 22:49:24,17 114657
26/11/2023 22:49:35,18 116469
26/11/2023 22:49:46,17 116708
26/11/2023 22:49:57,20 117556
26/11/2023 22:50:08,16 115585
26/11/2023 22:50:19,20 117046
26/11/2023 22:50:30,21 117011
26/11/2023 22:50:41,17 126942
26/11/2023 22:50:52,12 101106
26/11/2023 22:51:03,16 120398
26/11/2023 22:51:14,14 115176
26/11/2023 22:51:25,19 114799
26/11/2023 22:51:36,22 118018
26/11/2023 22:51:47,12 117672
26/11/2023 22:51:58,15 116674
26/11/2023 22:52:09,19 115025
26/11/2023 22:52:20,16 115809
26/11/2023 22:52:31,15 116956
26/11/2023 22:52:42,19 116938
26/11/2023 22:52:53,18 128008
26/11/2023 22:53:04,18 115663
26/11/2023 22:53:15,11 120723
26/11/2023 22:53:26,19 115381
26/11/2023 22:53:37,20 115253
26/11/2023 22:53:48,19 117114
26/11/2023 22:53:59,16 117153
26/11/2023 22:54:10,13 115537
26/11/2023 22:54:21,17 116168
26/11/2023 22:54:32,21 117538
26/11/2023 22:54:43,13 117521
26/11/2023 22:54:54,20 127716
26/11/2023 22:55:05,19 101897
26/11/2023 22:55:16,18 121014
26/11/2023 22:55:27,20 115668
26/11/2023 22:55:38,12 115267
26/11/2023 22:55:49,22 118057
26/11/2023 22:56:00,16 116268
26/11/2023 22:56:11,16 117569
26/11/2023 22:56:22,22 115250
26/11/2023 22:56:33,21 115940
26/11/2023 22:56:44,12 117082
26/11/2023 22:56:55,14 125261
26/11/2023 22:57:06,19 100506
26/11/2023 22:57:17,13 102061
26/11/2023 22:57:28,12 120600
26/11/2023 22:57:39,12 114730
26/11/2023 22:57:50,13 114766
26/11/2023 22:58:01,15 118185
26/11/2023 22:58:12,16 116755
26/11/2023 22:58:23,21 115113
26/11/2023 22:58:34,19 115910
26/11/2023 22:58:45,15 117094
26/11/2023 22:58:56,12 116979
26/11/2023 22:59:07,15 127599
26/11/2023 22:59:18,18 101656
26/11/2023 22:59:29,13 120458
26/11/2023 22:59:40,15 115273
26/11/2023 22:59:51,20 114804
26/11/2023 23:00:02,21 117692
26/11/2023 23:00:13,16 116497
26/11/2023 23:00:24,21 117639
26/11/2023 23:00:35,18 115287
26/11/2023 23:00:46,16 115973
26/11/2023 23:00:57,18 117137
26/11/2023 23:01:08,20 126899
26/11/2023 23:01:19,11 100734
26/11/2023 23:01:30,14 102198
26/11/2023 23:01:41,20 120094
26/11/2023 23:01:52,15 115251
26/11/2023 23:02:03,19 116336
26/11/2023 23:02:14,19 117639
26/11/2023 23:02:25,15 116669
26/11/2023 23:02:36,14 115131
26/11/2023 23:02:47,16 115939
26/11/2023 23:02:58,12 117079
26/11/2023 23:03:09,20 117091
26/11/2023 23:03:20,11 127675
26/11/2023 23:03:31,15 101907
26/11/2023 23:03:42,17 120497
26/11/2023 23:03:53,17 115047
26/11/2023 23:04:04,11 114578
26/11/2023 23:04:15,20 116277
26/11/2023 23:04:26,15 116508
26/11/2023 23:04:37,14 116350
26/11/2023 23:04:48,16 110493
26/11/2023 23:04:59,17 116016
26/11/2023 23:05:10,18 116025
26/11/2023 23:05:21,16 126158
26/11/2023 23:05:32,18 100728
26/11/2023 23:05:43,16 101795
26/11/2023 23:05:54,12 120149
26/11/2023 23:06:05,12 114545
26/11/2023 23:06:16,20 117695
26/11/2023 23:06:27,16 117481
26/11/2023 23:06:38,11 116422
26/11/2023 23:06:49,20 114941
26/11/2023 23:07:00,16 115528
26/11/2023 23:07:11,16 116649
26/11/2023 23:07:22,11 116646
26/11/2023 23:07:33,11 127739
26/11/2023 23:07:44,12 101773
26/11/2023 23:07:55,11 120296
26/11/2023 23:08:06,19 114762
26/11/2023 23:08:17,17 114498
26/11/2023 23:08:28,20 116397
26/11/2023 23:08:39,19 116424
26/11/2023 23:08:50,17 114858
26/11/2023 23:09:01,19 115386
26/11/2023 23:09:12,13 116864
26/11/2023 23:09:23,14 116856
26/11/2023 23:09:34,14 126989
26/11/2023 23:09:45,19 100979
26/11/2023 23:09:56,17 120193
26/11/2023 23:10:07,15 114866
26/11/2023 23:10:18,12 114467
26/11/2023 23:10:29,14 117271
26/11/2023 23:10:40,12 117402
26/11/2023 23:10:51,17 120270
26/11/2023 23:11:02,19 114894
26/11/2023 23:11:13,11 115570
26/11/2023 23:11:24,16 116729
26/11/2023 23:11:35,19 116629
26/11/2023 23:11:46,12 115351
26/11/2023 23:11:57,11 101802
26/11/2023 23:12:08,17 120300
26/11/2023 23:12:19,15 114514
26/11/2023 23:12:30,17 114430
26/11/2023 23:12:41,19 116506
26/11/2023 23:12:52,12 116247
26/11/2023 23:13:03,17 114698
26/11/2023 23:13:14,15 115316
26/11/2023 23:13:25,12 116694
26/11/2023 23:13:36,16 116706
26/11/2023 23:13:47,21 127048
26/11/2023 23:13:58,18 100965
26/11/2023 23:14:09,19 119915
26/11/2023 23:14:20,19 114684
26/11/2023 23:14:31,12 114257
26/11/2023 23:14:42,12 117054
26/11/2023 23:14:53,19 115759
26/11/2023 23:15:04,17 117053
26/11/2023 23:15:15,16 113819
26/11/2023 23:15:26,12 114712
26/11/2023 23:15:37,19 115851
